年,品目,都道府県,作付面積・収穫面積（a）,出荷量（千本、千鉢、千球）
2014,鉢もの類_ベゴニア類,愛知県,NA,NA
2015,鉢もの類_ベゴニア類,愛知県,NA,NA
2016,鉢もの類_ベゴニア類,愛知県,NA,NA
2017,鉢もの類_ベゴニア類,愛知県,NA,NA
2018,鉢もの類_ベゴニア類,愛知県,NA,NA
2019,鉢もの類_ベゴニア類,愛知県,NA,NA
2020,鉢もの類_ベゴニア類,愛知県,NA,NA
2021,鉢もの類_ベゴニア類,愛知県,NA,NA
1985,鉢もの類_ベゴニア類,三重県,286,236
1986,鉢もの類_ベゴニア類,三重県,228,267
1987,鉢もの類_ベゴニア類,三重県,207,315
1988,鉢もの類_ベゴニア類,三重県,222,367
1989,鉢もの類_ベゴニア類,三重県,300,659
1990,鉢もの類_ベゴニア類,三重県,304,515
1991,鉢もの類_ベゴニア類,三重県,314,530
1992,鉢もの類_ベゴニア類,三重県,142,281
1993,鉢もの類_ベゴニア類,三重県,130,288
1994,鉢もの類_ベゴニア類,三重県,93,180
1995,鉢もの類_ベゴニア類,三重県,81,165
1996,鉢もの類_ベゴニア類,三重県,98,203
1997,鉢もの類_ベゴニア類,三重県,78,185
1998,鉢もの類_ベゴニア類,三重県,53,130
1999,鉢もの類_ベゴニア類,三重県,NA,NA
2000,鉢もの類_ベゴニア類,三重県,NA,NA
2001,鉢もの類_ベゴニア類,三重県,NA,NA
2002,鉢もの類_ベゴニア類,三重県,NA,NA
2003,鉢もの類_ベゴニア類,三重県,NA,NA
2004,鉢もの類_ベゴニア類,三重県,NA,NA
2005,鉢もの類_ベゴニア類,三重県,NA,NA
2006,鉢もの類_ベゴニア類,三重県,NA,NA
2007,鉢もの類_ベゴニア類,三重県,NA,NA
2008,鉢もの類_ベゴニア類,三重県,NA,NA
2009,鉢もの類_ベゴニア類,三重県,NA,NA
2010,鉢もの類_ベゴニア類,三重県,NA,NA
2011,鉢もの類_ベゴニア類,三重県,NA,NA
2012,鉢もの類_ベゴニア類,三重県,NA,NA
2013,鉢もの類_ベゴニア類,三重県,NA,NA
2014,鉢もの類_ベゴニア類,三重県,NA,NA
2015,鉢もの類_ベゴニア類,三重県,NA,NA
2016,鉢もの類_ベゴニア類,三重県,NA,NA
2017,鉢もの類_ベゴニア類,三重県,NA,NA
2018,鉢もの類_ベゴニア類,三重県,NA,NA
2019,鉢もの類_ベゴニア類,三重県,NA,NA
2020,鉢もの類_ベゴニア類,三重県,NA,NA
2021,鉢もの類_ベゴニア類,三重県,NA,NA
1985,鉢もの類_ベゴニア類,大阪府,35,152
1986,鉢もの類_ベゴニア類,大阪府,NA,NA
1987,鉢もの類_ベゴニア類,大阪府,42,273
1988,鉢もの類_ベゴニア類,大阪府,40,269
1989,鉢もの類_ベゴニア類,大阪府,19,59
1990,鉢もの類_ベゴニア類,大阪府,45,210
1991,鉢もの類_ベゴニア類,大阪府,3,2
1992,鉢もの類_ベゴニア類,大阪府,NA,NA
1993,鉢もの類_ベゴニア類,大阪府,NA,NA
1994,鉢もの類_ベゴニア類,大阪府,2,10
1995,鉢もの類_ベゴニア類,大阪府,75,250
1996,鉢もの類_ベゴニア類,大阪府,NA,NA
1997,鉢もの類_ベゴニア類,大阪府,105,274
1998,鉢もの類_ベゴニア類,大阪府,NA,NA
1999,鉢もの類_ベゴニア類,大阪府,NA,NA
2000,鉢もの類_ベゴニア類,大阪府,NA,NA
2001,鉢もの類_ベゴニア類,大阪府,NA,NA
2002,鉢もの類_ベゴニア類,大阪府,NA,NA
2003,鉢もの類_ベゴニア類,大阪府,NA,NA
2004,鉢もの類_ベゴニア類,大阪府,NA,NA
2005,鉢もの類_ベゴニア類,大阪府,NA,NA
2006,鉢もの類_ベゴニア類,大阪府,NA,NA
2007,鉢もの類_ベゴニア類,大阪府,NA,NA
2008,鉢もの類_ベゴニア類,大阪府,NA,NA
2009,鉢もの類_ベゴニア類,大阪府,NA,NA
2010,鉢もの類_ベゴニア類,大阪府,NA,NA
2011,鉢もの類_ベゴニア類,大阪府,NA,NA
2012,鉢もの類_ベゴニア類,大阪府,NA,NA
2013,鉢もの類_ベゴニア類,大阪府,NA,NA
2014,鉢もの類_ベゴニア類,大阪府,NA,NA
2015,鉢もの類_ベゴニア類,大阪府,NA,NA
2016,鉢もの類_ベゴニア類,大阪府,NA,NA
2017,鉢もの類_ベゴニア類,大阪府,NA,NA
2018,鉢もの類_ベゴニア類,大阪府,NA,NA
2019,鉢もの類_ベゴニア類,大阪府,NA,NA
2020,鉢もの類_ベゴニア類,大阪府,NA,NA
2021,鉢もの類_ベゴニア類,大阪府,NA,NA
1985,鉢もの類_ベゴニア類,兵庫県,62,205
1986,鉢もの類_ベゴニア類,兵庫県,71,227
1987,鉢もの類_ベゴニア類,兵庫県,81,280
1988,鉢もの類_ベゴニア類,兵庫県,145,461
1989,鉢もの類_ベゴニア類,兵庫県,181,593
1990,鉢もの類_ベゴニア類,兵庫県,69,327
1991,鉢もの類_ベゴニア類,兵庫県,113,107
1992,鉢もの類_ベゴニア類,兵庫県,63,102
1993,鉢もの類_ベゴニア類,兵庫県,46,136
1994,鉢もの類_ベゴニア類,兵庫県,35,103
1995,鉢もの類_ベゴニア類,兵庫県,22,70
1996,鉢もの類_ベゴニア類,兵庫県,36,220
1997,鉢もの類_ベゴニア類,兵庫県,51,242
1998,鉢もの類_ベゴニア類,兵庫県,31,220
1999,鉢もの類_ベゴニア類,兵庫県,NA,NA
2000,鉢もの類_ベゴニア類,兵庫県,NA,NA
2001,鉢もの類_ベゴニア類,兵庫県,NA,NA
2002,鉢もの類_ベゴニア類,兵庫県,NA,NA
2003,鉢もの類_ベゴニア類,兵庫県,NA,NA
2004,鉢もの類_ベゴニア類,兵庫県,32,600
2005,鉢もの類_ベゴニア類,兵庫県,21,282
2006,鉢もの類_ベゴニア類,兵庫県,8,39
2007,鉢もの類_ベゴニア類,兵庫県,NA,NA
2008,鉢もの類_ベゴニア類,兵庫県,NA,NA
2009,鉢もの類_ベゴニア類,兵庫県,NA,NA
2010,鉢もの類_ベゴニア類,兵庫県,NA,NA
2011,鉢もの類_ベゴニア類,兵庫県,NA,NA
2012,鉢もの類_ベゴニア類,兵庫県,NA,NA
2013,鉢もの類_ベゴニア類,兵庫県,NA,NA
2014,鉢もの類_ベゴニア類,兵庫県,NA,NA
2015,鉢もの類_ベゴニア類,兵庫県,NA,NA
2016,鉢もの類_ベゴニア類,兵庫県,NA,NA
2017,鉢もの類_ベゴニア類,兵庫県,NA,NA
2018,鉢もの類_ベゴニア類,兵庫県,NA,NA
2019,鉢もの類_ベゴニア類,兵庫県,NA,NA
2020,鉢もの類_ベゴニア類,兵庫県,NA,NA
2021,鉢もの類_ベゴニア類,兵庫県,NA,NA
1985,鉢もの類_ベゴニア類,奈良県,103,169
1986,鉢もの類_ベゴニア類,奈良県,NA,NA
1987,鉢もの類_ベゴニア類,奈良県,120,404
1988,鉢もの類_ベゴニア類,奈良県,189,377
1989,鉢もの類_ベゴニア類,奈良県,197,326
1990,鉢もの類_ベゴニア類,奈良県,225,406
1991,鉢もの類_ベゴニア類,奈良県,73,122
1992,鉢もの類_ベゴニア類,奈良県,36,95
1993,鉢もの類_ベゴニア類,奈良県,50,154
1994,鉢もの類_ベゴニア類,奈良県,53,169
1995,鉢もの類_ベゴニア類,奈良県,46,68
1996,鉢もの類_ベゴニア類,奈良県,45,72
1997,鉢もの類_ベゴニア類,奈良県,47,66
1998,鉢もの類_ベゴニア類,奈良県,47,54
1999,鉢もの類_ベゴニア類,奈良県,NA,NA
2000,鉢もの類_ベゴニア類,奈良県,NA,NA
2001,鉢もの類_ベゴニア類,奈良県,NA,NA
2002,鉢もの類_ベゴニア類,奈良県,NA,NA
2003,鉢もの類_ベゴニア類,奈良県,NA,NA
2004,鉢もの類_ベゴニア類,奈良県,NA,NA
2005,鉢もの類_ベゴニア類,奈良県,NA,NA
2006,鉢もの類_ベゴニア類,奈良県,NA,NA
2007,鉢もの類_ベゴニア類,奈良県,NA,NA
2008,鉢もの類_ベゴニア類,奈良県,NA,NA
2009,鉢もの類_ベゴニア類,奈良県,NA,NA
2010,鉢もの類_ベゴニア類,奈良県,NA,NA
2011,鉢もの類_ベゴニア類,奈良県,NA,NA
2012,鉢もの類_ベゴニア類,奈良県,NA,NA
2013,鉢もの類_ベゴニア類,奈良県,NA,NA
2014,鉢もの類_ベゴニア類,奈良県,NA,NA
2015,鉢もの類_ベゴニア類,奈良県,NA,NA
2016,鉢もの類_ベゴニア類,奈良県,NA,NA
2017,鉢もの類_ベゴニア類,奈良県,NA,NA
2018,鉢もの類_ベゴニア類,奈良県,NA,NA
2019,鉢もの類_ベゴニア類,奈良県,NA,NA
2020,鉢もの類_ベゴニア類,奈良県,NA,NA
2021,鉢もの類_ベゴニア類,奈良県,NA,NA
1985,鉢もの類_ベゴニア類,島根県,15,22
1986,鉢もの類_ベゴニア類,島根県,NA,NA
1987,鉢もの類_ベゴニア類,島根県,NA,NA
1988,鉢もの類_ベゴニア類,島根県,23,29
1989,鉢もの類_ベゴニア類,島根県,NA,NA
1990,鉢もの類_ベゴニア類,島根県,97,107
1991,鉢もの類_ベゴニア類,島根県,121,114
1992,鉢もの類_ベゴニア類,島根県,146,103
1993,鉢もの類_ベゴニア類,島根県,186,134
1994,鉢もの類_ベゴニア類,島根県,175,130
1995,鉢もの類_ベゴニア類,島根県,181,139
1996,鉢もの類_ベゴニア類,島根県,213,148
1997,鉢もの類_ベゴニア類,島根県,211,137
1998,鉢もの類_ベゴニア類,島根県,137,104
1999,鉢もの類_ベゴニア類,島根県,NA,NA
2000,鉢もの類_ベゴニア類,島根県,NA,NA
2001,鉢もの類_ベゴニア類,島根県,NA,NA
2002,鉢もの類_ベゴニア類,島根県,NA,NA
2003,鉢もの類_ベゴニア類,島根県,NA,NA
2004,鉢もの類_ベゴニア類,島根県,19,26
2005,鉢もの類_ベゴニア類,島根県,NA,NA
2006,鉢もの類_ベゴニア類,島根県,NA,NA
2007,鉢もの類_ベゴニア類,島根県,NA,NA
2008,鉢もの類_ベゴニア類,島根県,NA,NA
2009,鉢もの類_ベゴニア類,島根県,NA,NA
2010,鉢もの類_ベゴニア類,島根県,NA,NA
2011,鉢もの類_ベゴニア類,島根県,NA,NA
2012,鉢もの類_ベゴニア類,島根県,NA,NA
2013,鉢もの類_ベゴニア類,島根県,NA,NA
2014,鉢もの類_ベゴニア類,島根県,NA,NA
2015,鉢もの類_ベゴニア類,島根県,NA,NA
2016,鉢もの類_ベゴニア類,島根県,NA,NA
2017,鉢もの類_ベゴニア類,島根県,NA,NA
2018,鉢もの類_ベゴニア類,島根県,NA,NA
2019,鉢もの類_ベゴニア類,島根県,NA,NA
2020,鉢もの類_ベゴニア類,島根県,NA,NA
2021,鉢もの類_ベゴニア類,島根県,NA,NA
1985,鉢もの類_ベゴニア類,岡山県,37,159
1986,鉢もの類_ベゴニア類,岡山県,NA,NA
1987,鉢もの類_ベゴニア類,岡山県,NA,NA
1988,鉢もの類_ベゴニア類,岡山県,14,102
1989,鉢もの類_ベゴニア類,岡山県,NA,NA
1990,鉢もの類_ベゴニア類,岡山県,6,21
1991,鉢もの類_ベゴニア類,岡山県,NA,NA
1992,鉢もの類_ベゴニア類,岡山県,NA,NA
1993,鉢もの類_ベゴニア類,岡山県,21,74
1994,鉢もの類_ベゴニア類,岡山県,15,64
1995,鉢もの類_ベゴニア類,岡山県,NA,NA
1996,鉢もの類_ベゴニア類,岡山県,NA,NA
1997,鉢もの類_ベゴニア類,岡山県,15,35
1998,鉢もの類_ベゴニア類,岡山県,NA,NA
1999,鉢もの類_ベゴニア類,岡山県,NA,NA
2000,鉢もの類_ベゴニア類,岡山県,NA,NA
2001,鉢もの類_ベゴニア類,岡山県,NA,NA
2002,鉢もの類_ベゴニア類,岡山県,NA,NA
2003,鉢もの類_ベゴニア類,岡山県,NA,NA
2004,鉢もの類_ベゴニア類,岡山県,NA,NA
2005,鉢もの類_ベゴニア類,岡山県,NA,NA
2006,鉢もの類_ベゴニア類,岡山県,NA,NA
2007,鉢もの類_ベゴニア類,岡山県,NA,NA
2008,鉢もの類_ベゴニア類,岡山県,NA,NA
2009,鉢もの類_ベゴニア類,岡山県,NA,NA
2010,鉢もの類_ベゴニア類,岡山県,NA,NA
2011,鉢もの類_ベゴニア類,岡山県,NA,NA
2012,鉢もの類_ベゴニア類,岡山県,NA,NA
2013,鉢もの類_ベゴニア類,岡山県,NA,NA
2014,鉢もの類_ベゴニア類,岡山県,NA,NA
2015,鉢もの類_ベゴニア類,岡山県,NA,NA
2016,鉢もの類_ベゴニア類,岡山県,NA,NA
2017,鉢もの類_ベゴニア類,岡山県,NA,NA
2018,鉢もの類_ベゴニア類,岡山県,NA,NA
2019,鉢もの類_ベゴニア類,岡山県,NA,NA
2020,鉢もの類_ベゴニア類,岡山県,NA,NA
2021,鉢もの類_ベゴニア類,岡山県,NA,NA
1985,鉢もの類_ベゴニア類,広島県,48,131
1986,鉢もの類_ベゴニア類,広島県,NA,NA
1987,鉢もの類_ベゴニア類,広島県,NA,NA
1988,鉢もの類_ベゴニア類,広島県,18,27
1989,鉢もの類_ベゴニア類,広島県,NA,NA
1990,鉢もの類_ベゴニア類,広島県,20,35
1991,鉢もの類_ベゴニア類,広島県,22,50
1992,鉢もの類_ベゴニア類,広島県,26,57
1993,鉢もの類_ベゴニア類,広島県,24,46
1994,鉢もの類_ベゴニア類,広島県,18,33
1995,鉢もの類_ベゴニア類,広島県,NA,NA
1996,鉢もの類_ベゴニア類,広島県,NA,NA
1997,鉢もの類_ベゴニア類,広島県,14,14
1998,鉢もの類_ベゴニア類,広島県,NA,NA
1999,鉢もの類_ベゴニア類,広島県,NA,NA
2000,鉢もの類_ベゴニア類,広島県,NA,NA
2001,鉢もの類_ベゴニア類,広島県,NA,NA
2002,鉢もの類_ベゴニア類,広島県,NA,NA
2003,鉢もの類_ベゴニア類,広島県,NA,NA
2004,鉢もの類_ベゴニア類,広島県,NA,NA
2005,鉢もの類_ベゴニア類,広島県,NA,NA
2006,鉢もの類_ベゴニア類,広島県,NA,NA
2007,鉢もの類_ベゴニア類,広島県,NA,NA
2008,鉢もの類_ベゴニア類,広島県,NA,NA
2009,鉢もの類_ベゴニア類,広島県,NA,NA
2010,鉢もの類_ベゴニア類,広島県,NA,NA
2011,鉢もの類_ベゴニア類,広島県,NA,NA
2012,鉢もの類_ベゴニア類,広島県,NA,NA
2013,鉢もの類_ベゴニア類,広島県,NA,NA
2014,鉢もの類_ベゴニア類,広島県,NA,NA
2015,鉢もの類_ベゴニア類,広島県,NA,NA
2016,鉢もの類_ベゴニア類,広島県,NA,NA
2017,鉢もの類_ベゴニア類,広島県,NA,NA
2018,鉢もの類_ベゴニア類,広島県,NA,NA
2019,鉢もの類_ベゴニア類,広島県,NA,NA
2020,鉢もの類_ベゴニア類,広島県,NA,NA
2021,鉢もの類_ベゴニア類,広島県,NA,NA
1985,鉢もの類_ベゴニア類,山口県,19,69
1986,鉢もの類_ベゴニア類,山口県,NA,NA
1987,鉢もの類_ベゴニア類,山口県,NA,NA
1988,鉢もの類_ベゴニア類,山口県,36,135
1989,鉢もの類_ベゴニア類,山口県,NA,NA
1990,鉢もの類_ベゴニア類,山口県,36,62
1991,鉢もの類_ベゴニア類,山口県,23,43
1992,鉢もの類_ベゴニア類,山口県,30,51
1993,鉢もの類_ベゴニア類,山口県,31,41
1994,鉢もの類_ベゴニア類,山口県,32,44
1995,鉢もの類_ベゴニア類,山口県,NA,NA
1996,鉢もの類_ベゴニア類,山口県,NA,NA
1997,鉢もの類_ベゴニア類,山口県,28,79
1998,鉢もの類_ベゴニア類,山口県,NA,NA
1999,鉢もの類_ベゴニア類,山口県,NA,NA
2000,鉢もの類_ベゴニア類,山口県,NA,NA
2001,鉢もの類_ベゴニア類,山口県,NA,NA
2002,鉢もの類_ベゴニア類,山口県,NA,NA
2003,鉢もの類_ベゴニア類,山口県,NA,NA
2004,鉢もの類_ベゴニア類,山口県,NA,NA
2005,鉢もの類_ベゴニア類,山口県,NA,NA
2006,鉢もの類_ベゴニア類,山口県,NA,NA
2007,鉢もの類_ベゴニア類,山口県,NA,NA
2008,鉢もの類_ベゴニア類,山口県,NA,NA
2009,鉢もの類_ベゴニア類,山口県,NA,NA
2010,鉢もの類_ベゴニア類,山口県,NA,NA
2011,鉢もの類_ベゴニア類,山口県,NA,NA
2012,鉢もの類_ベゴニア類,山口県,NA,NA
2013,鉢もの類_ベゴニア類,山口県,NA,NA
2014,鉢もの類_ベゴニア類,山口県,NA,NA
2015,鉢もの類_ベゴニア類,山口県,NA,NA
2016,鉢もの類_ベゴニア類,山口県,NA,NA
2017,鉢もの類_ベゴニア類,山口県,NA,NA
2018,鉢もの類_ベゴニア類,山口県,NA,NA
2019,鉢もの類_ベゴニア類,山口県,NA,NA
2020,鉢もの類_ベゴニア類,山口県,NA,NA
2021,鉢もの類_ベゴニア類,山口県,NA,NA
1985,鉢もの類_ベゴニア類,香川県,30,45
1986,鉢もの類_ベゴニア類,香川県,NA,NA
1987,鉢もの類_ベゴニア類,香川県,NA,NA
1988,鉢もの類_ベゴニア類,香川県,70,86
1989,鉢もの類_ベゴニア類,香川県,NA,NA
1990,鉢もの類_ベゴニア類,香川県,38,53
1991,鉢もの類_ベゴニア類,香川県,38,55
1992,鉢もの類_ベゴニア類,香川県,29,26
1993,鉢もの類_ベゴニア類,香川県,33,31
1994,鉢もの類_ベゴニア類,香川県,60,35
1995,鉢もの類_ベゴニア類,香川県,NA,NA
1996,鉢もの類_ベゴニア類,香川県,NA,NA
1997,鉢もの類_ベゴニア類,香川県,37,50
1998,鉢もの類_ベゴニア類,香川県,NA,NA
1999,鉢もの類_ベゴニア類,香川県,NA,NA
2000,鉢もの類_ベゴニア類,香川県,NA,NA
2001,鉢もの類_ベゴニア類,香川県,NA,NA
2002,鉢もの類_ベゴニア類,香川県,NA,NA
2003,鉢もの類_ベゴニア類,香川県,NA,NA
2004,鉢もの類_ベゴニア類,香川県,NA,NA
2005,鉢もの類_ベゴニア類,香川県,NA,NA
2006,鉢もの類_ベゴニア類,香川県,NA,NA
2007,鉢もの類_ベゴニア類,香川県,NA,NA
2008,鉢もの類_ベゴニア類,香川県,NA,NA
2009,鉢もの類_ベゴニア類,香川県,NA,NA
2010,鉢もの類_ベゴニア類,香川県,NA,NA
2011,鉢もの類_ベゴニア類,香川県,NA,NA
2012,鉢もの類_ベゴニア類,香川県,NA,NA
2013,鉢もの類_ベゴニア類,香川県,NA,NA
2014,鉢もの類_ベゴニア類,香川県,NA,NA
2015,鉢もの類_ベゴニア類,香川県,NA,NA
2016,鉢もの類_ベゴニア類,香川県,NA,NA
2017,鉢もの類_ベゴニア類,香川県,NA,NA
2018,鉢もの類_ベゴニア類,香川県,NA,NA
2019,鉢もの類_ベゴニア類,香川県,NA,NA
2020,鉢もの類_ベゴニア類,香川県,NA,NA
2021,鉢もの類_ベゴニア類,香川県,NA,NA
1985,鉢もの類_ベゴニア類,愛媛県,49,114
1986,鉢もの類_ベゴニア類,愛媛県,NA,NA
1987,鉢もの類_ベゴニア類,愛媛県,NA,NA
1988,鉢もの類_ベゴニア類,愛媛県,30,38
1989,鉢もの類_ベゴニア類,愛媛県,NA,NA
1990,鉢もの類_ベゴニア類,愛媛県,18,21
1991,鉢もの類_ベゴニア類,愛媛県,59,77
1992,鉢もの類_ベゴニア類,愛媛県,55,63
1993,鉢もの類_ベゴニア類,愛媛県,44,62
1994,鉢もの類_ベゴニア類,愛媛県,29,40
1995,鉢もの類_ベゴニア類,愛媛県,NA,NA
1996,鉢もの類_ベゴニア類,愛媛県,NA,NA
1997,鉢もの類_ベゴニア類,愛媛県,23,36
1998,鉢もの類_ベゴニア類,愛媛県,NA,NA
1999,鉢もの類_ベゴニア類,愛媛県,NA,NA
2000,鉢もの類_ベゴニア類,愛媛県,NA,NA
2001,鉢もの類_ベゴニア類,愛媛県,NA,NA
2002,鉢もの類_ベゴニア類,愛媛県,NA,NA
2003,鉢もの類_ベゴニア類,愛媛県,NA,NA
2004,鉢もの類_ベゴニア類,愛媛県,NA,NA
2005,鉢もの類_ベゴニア類,愛媛県,67,224
2006,鉢もの類_ベゴニア類,愛媛県,82,248
2007,鉢もの類_ベゴニア類,愛媛県,NA,NA
2008,鉢もの類_ベゴニア類,愛媛県,NA,NA
2009,鉢もの類_ベゴニア類,愛媛県,NA,NA
2010,鉢もの類_ベゴニア類,愛媛県,NA,NA
2011,鉢もの類_ベゴニア類,愛媛県,NA,NA
2012,鉢もの類_ベゴニア類,愛媛県,NA,NA
2013,鉢もの類_ベゴニア類,愛媛県,NA,NA
2014,鉢もの類_ベゴニア類,愛媛県,NA,NA
2015,鉢もの類_ベゴニア類,愛媛県,NA,NA
2016,鉢もの類_ベゴニア類,愛媛県,NA,NA
2017,鉢もの類_ベゴニア類,愛媛県,NA,NA
2018,鉢もの類_ベゴニア類,愛媛県,NA,NA
2019,鉢もの類_ベゴニア類,愛媛県,NA,NA
2020,鉢もの類_ベゴニア類,愛媛県,NA,NA
2021,鉢もの類_ベゴニア類,愛媛県,NA,NA
1985,鉢もの類_ベゴニア類,福岡県,203,286
1986,鉢もの類_ベゴニア類,福岡県,184,264
1987,鉢もの類_ベゴニア類,福岡県,176,274
1988,鉢もの類_ベゴニア類,福岡県,133,201
1989,鉢もの類_ベゴニア類,福岡県,145,225
1990,鉢もの類_ベゴニア類,福岡県,161,229
1991,鉢もの類_ベゴニア類,福岡県,163,230
1992,鉢もの類_ベゴニア類,福岡県,175,268
1993,鉢もの類_ベゴニア類,福岡県,134,181
1994,鉢もの類_ベゴニア類,福岡県,118,137
1995,鉢もの類_ベゴニア類,福岡県,122,136
1996,鉢もの類_ベゴニア類,福岡県,97,108
1997,鉢もの類_ベゴニア類,福岡県,103,116
1998,鉢もの類_ベゴニア類,福岡県,99,114
1999,鉢もの類_ベゴニア類,福岡県,NA,NA
2000,鉢もの類_ベゴニア類,福岡県,NA,NA
2001,鉢もの類_ベゴニア類,福岡県,NA,NA
2002,鉢もの類_ベゴニア類,福岡県,NA,NA
2003,鉢もの類_ベゴニア類,福岡県,NA,NA
2004,鉢もの類_ベゴニア類,福岡県,78,90
2005,鉢もの類_ベゴニア類,福岡県,NA,NA
2006,鉢もの類_ベゴニア類,福岡県,NA,NA
2007,鉢もの類_ベゴニア類,福岡県,NA,NA
2008,鉢もの類_ベゴニア類,福岡県,NA,NA
2009,鉢もの類_ベゴニア類,福岡県,NA,NA
2010,鉢もの類_ベゴニア類,福岡県,NA,NA
2011,鉢もの類_ベゴニア類,福岡県,NA,NA
2012,鉢もの類_ベゴニア類,福岡県,NA,NA
2013,鉢もの類_ベゴニア類,福岡県,NA,NA
2014,鉢もの類_ベゴニア類,福岡県,NA,NA
2015,鉢もの類_ベゴニア類,福岡県,NA,NA
2016,鉢もの類_ベゴニア類,福岡県,NA,NA
2017,鉢もの類_ベゴニア類,福岡県,NA,NA
2018,鉢もの類_ベゴニア類,福岡県,NA,NA
2019,鉢もの類_ベゴニア類,福岡県,NA,NA
2020,鉢もの類_ベゴニア類,福岡県,NA,NA
2021,鉢もの類_ベゴニア類,福岡県,NA,NA
1985,鉢もの類_ベゴニア類,佐賀県,78,139
1986,鉢もの類_ベゴニア類,佐賀県,NA,NA
1987,鉢もの類_ベゴニア類,佐賀県,NA,NA
1988,鉢もの類_ベゴニア類,佐賀県,68,125
1989,鉢もの類_ベゴニア類,佐賀県,NA,NA
1990,鉢もの類_ベゴニア類,佐賀県,71,122
1991,鉢もの類_ベゴニア類,佐賀県,13,35
1992,鉢もの類_ベゴニア類,佐賀県,NA,NA
1993,鉢もの類_ベゴニア類,佐賀県,58,71
1994,鉢もの類_ベゴニア類,佐賀県,103,106
1995,鉢もの類_ベゴニア類,佐賀県,NA,NA
1996,鉢もの類_ベゴニア類,佐賀県,NA,NA
1997,鉢もの類_ベゴニア類,佐賀県,174,161
1998,鉢もの類_ベゴニア類,佐賀県,NA,NA
1999,鉢もの類_ベゴニア類,佐賀県,NA,NA
2000,鉢もの類_ベゴニア類,佐賀県,NA,NA
2001,鉢もの類_ベゴニア類,佐賀県,NA,NA
2002,鉢もの類_ベゴニア類,佐賀県,NA,NA
2003,鉢もの類_ベゴニア類,佐賀県,NA,NA
2004,鉢もの類_ベゴニア類,佐賀県,131,118
2005,鉢もの類_ベゴニア類,佐賀県,NA,NA
2006,鉢もの類_ベゴニア類,佐賀県,NA,NA
2007,鉢もの類_ベゴニア類,佐賀県,NA,NA
2008,鉢もの類_ベゴニア類,佐賀県,NA,NA
2009,鉢もの類_ベゴニア類,佐賀県,NA,NA
2010,鉢もの類_ベゴニア類,佐賀県,NA,NA
2011,鉢もの類_ベゴニア類,佐賀県,NA,NA
2012,鉢もの類_ベゴニア類,佐賀県,NA,NA
2013,鉢もの類_ベゴニア類,佐賀県,NA,NA
2014,鉢もの類_ベゴニア類,佐賀県,NA,NA
2015,鉢もの類_ベゴニア類,佐賀県,NA,NA
2016,鉢もの類_ベゴニア類,佐賀県,NA,NA
2017,鉢もの類_ベゴニア類,佐賀県,NA,NA
2018,鉢もの類_ベゴニア類,佐賀県,NA,NA
2019,鉢もの類_ベゴニア類,佐賀県,NA,NA
2020,鉢もの類_ベゴニア類,佐賀県,NA,NA
2021,鉢もの類_ベゴニア類,佐賀県,NA,NA
1985,鉢もの類_ベゴニア類,長崎県,11,9
1986,鉢もの類_ベゴニア類,長崎県,NA,NA
1987,鉢もの類_ベゴニア類,長崎県,NA,NA
1988,鉢もの類_ベゴニア類,長崎県,1,1
1989,鉢もの類_ベゴニア類,長崎県,NA,NA
1990,鉢もの類_ベゴニア類,長崎県,20,50
1991,鉢もの類_ベゴニア類,長崎県,30,49
1992,鉢もの類_ベゴニア類,長崎県,24,45
1993,鉢もの類_ベゴニア類,長崎県,25,53
1994,鉢もの類_ベゴニア類,長崎県,22,45
1995,鉢もの類_ベゴニア類,長崎県,NA,NA
1996,鉢もの類_ベゴニア類,長崎県,NA,NA
1997,鉢もの類_ベゴニア類,長崎県,NA,NA
1998,鉢もの類_ベゴニア類,長崎県,NA,NA
1999,鉢もの類_ベゴニア類,長崎県,NA,NA
2000,鉢もの類_ベゴニア類,長崎県,NA,NA
2001,鉢もの類_ベゴニア類,長崎県,NA,NA
2002,鉢もの類_ベゴニア類,長崎県,NA,NA
2003,鉢もの類_ベゴニア類,長崎県,NA,NA
2004,鉢もの類_ベゴニア類,長崎県,NA,NA
2005,鉢もの類_ベゴニア類,長崎県,NA,NA
2006,鉢もの類_ベゴニア類,長崎県,NA,NA
2007,鉢もの類_ベゴニア類,長崎県,NA,NA
2008,鉢もの類_ベゴニア類,長崎県,NA,NA
2009,鉢もの類_ベゴニア類,長崎県,NA,NA
2010,鉢もの類_ベゴニア類,長崎県,NA,NA
2011,鉢もの類_ベゴニア類,長崎県,NA,NA
2012,鉢もの類_ベゴニア類,長崎県,NA,NA
2013,鉢もの類_ベゴニア類,長崎県,NA,NA
2014,鉢もの類_ベゴニア類,長崎県,NA,NA
2015,鉢もの類_ベゴニア類,長崎県,NA,NA
2016,鉢もの類_ベゴニア類,長崎県,NA,NA
2017,鉢もの類_ベゴニア類,長崎県,NA,NA
2018,鉢もの類_ベゴニア類,長崎県,NA,NA
2019,鉢もの類_ベゴニア類,長崎県,NA,NA
2020,鉢もの類_ベゴニア類,長崎県,NA,NA
2021,鉢もの類_ベゴニア類,長崎県,NA,NA
1985,鉢もの類_ベゴニア類,熊本県,25,111
1986,鉢もの類_ベゴニア類,熊本県,NA,NA
1987,鉢もの類_ベゴニア類,熊本県,NA,NA
1988,鉢もの類_ベゴニア類,熊本県,9,7
